0,1,2,3,4
0.24074074074074073,0.4528301886792453,0.2830188679245283,0.22641509433962265,0.39622641509433965
0.35185185185185186,0.22641509433962265,0.2830188679245283,0.22641509433962265,0.33962264150943394
0.5,0.3018867924528302,0.3018867924528302,0.22641509433962265,0.20754716981132076
0.5185185185185185,0.22641509433962265,0.24528301886792453,0.32075471698113206,0.3018867924528302
0.5185185185185185,0.22641509433962265,0.2830188679245283,0.39622641509433965,0.3018867924528302
0.37037037037037035,0.3018867924528302,0.18867924528301888,0.4339622641509434,0.3018867924528302
0.3148148148148148,0.3018867924528302,0.18867924528301888,0.4339622641509434,0.3018867924528302
0.3148148148148148,0.22641509433962265,0.18867924528301888,0.3018867924528302,0.3018867924528302
0.37037037037037035,0.24528301886792453,0.41509433962264153,0.3018867924528302,0.20754716981132076
0.46296296296296297,0.24528301886792453,0.41509433962264153,0.5094339622641509,0.20754716981132076
0.5740740740740741,0.24528301886792453,0.6037735849056604,0.5283018867924528,0.20754716981132076
0.35185185185185186,0.22641509433962265,0.660377358490566,0.6226415094339622,0.20754716981132076
0.7037037037037037,0.22641509433962265,0.4716981132075472,0.6792452830188679,0.20754716981132076
0.4074074074074074,0.4528301886792453,0.4716981132075472,0.660377358490566,0.20754716981132076
0.5370370370370371,0.22641509433962265,0.5849056603773585,0.6415094339622641,0.20754716981132076
0.6481481481481481,0.22641509433962265,0.5849056603773585,0.660377358490566,0.2830188679245283
0.6666666666666666,0.22641509433962265,0.5283018867924528,0.660377358490566,0.22641509433962265
0.7592592592592593,0.3018867924528302,0.5849056603773585,0.6792452830188679,0.3584905660377358
0.7407407407407407,0.4339622641509434,0.41509433962264153,0.7169811320754716,0.3018867924528302
0.7222222222222222,0.33962264150943394,0.6226415094339622,0.6415094339622641,0.3018867924528302
0.7037037037037037,0.2641509433962264,0.6415094339622641,0.6226415094339622,0.3018867924528302
0.7037037037037037,0.2830188679245283,0.6415094339622641,0.6226415094339622,0.5660377358490566
0.6851851851851852,0.24528301886792453,0.6415094339622641,0.660377358490566,0.5660377358490566
0.6666666666666666,0.3584905660377358,0.6415094339622641,0.660377358490566,0.4528301886792453
0.6666666666666666,0.3018867924528302,0.6037735849056604,0.6981132075471698,0.39622641509433965
