0,1,2
1.399938702583313,1.3877772986888885,0.24074074074074073
1.3657957315444946,1.4446384608745575,0.24074074074074073
1.4044010639190674,1.4253203868865967,0.25925925925925924
1.4705123901367188,1.3928031921386719,0.24074074074074073
1.322152018547058,1.389137476682663,0.24074074074074073
1.4011589288711548,1.38523730635643,0.24074074074074073
1.451722264289856,1.3747491538524628,0.3333333333333333
1.3798552751541138,1.3739846050739288,0.3333333333333333
1.4383063316345215,1.3781662583351135,0.3333333333333333
1.3433504104614258,1.3814273178577423,0.3333333333333333
1.3878754377365112,1.3819752931594849,0.3333333333333333
1.3583775758743286,1.383704513311386,0.3333333333333333
1.4601123332977295,1.3801979720592499,0.3333333333333333
1.3805588483810425,1.377681702375412,0.3333333333333333
1.3998302221298218,1.3775460720062256,0.5370370370370371
1.3844152688980103,1.3745417296886444,0.48148148148148145
1.3772379159927368,1.371868908405304,0.24074074074074073
1.3548107147216797,1.3671453595161438,0.24074074074074073
1.3310546875,1.36199751496315,0.3333333333333333
1.368233323097229,1.3558882176876068,0.5185185185185185
1.3697038888931274,1.3495405614376068,0.6111111111111112
1.3758209943771362,1.3413097262382507,0.6481481481481481
1.393413782119751,1.3332469761371613,0.6481481481481481
1.3152040243148804,1.323297530412674,0.5555555555555556
1.2796242237091064,1.3120424151420593,0.5555555555555556
1.2819066047668457,1.3029849529266357,0.5555555555555556
1.352614164352417,1.2931676506996155,0.5925925925925926
1.2749463319778442,1.2740666270256042,0.6481481481481481
1.2744157314300537,1.2545374035835266,0.6666666666666666
1.2033095359802246,1.2328667044639587,0.6481481481481481
1.241745114326477,1.2055764198303223,0.6666666666666666
1.140929937362671,1.1703548729419708,0.6851851851851852
1.048326015472412,1.1333433836698532,0.6851851851851852
1.1839485168457031,1.1052551567554474,0.6296296296296297
1.1285996437072754,1.0783248096704483,0.6481481481481481
1.1875088214874268,1.057643860578537,0.6481481481481481
1.1582989692687988,1.0462282299995422,0.6296296296296297
0.8612897992134094,1.030592918395996,0.6481481481481481
0.7796716690063477,1.023374691605568,0.6851851851851852
0.8037334084510803,1.0554370135068893,0.6666666666666666
1.4447089433670044,0.9834609478712082,0.7407407407407407
0.759007453918457,0.9676255285739899,0.6666666666666666
0.9889121055603027,0.964982733130455,0.7037037037037037
0.8029924631118774,0.9625121653079987,0.7037037037037037
0.9578375220298767,0.9636669158935547,0.6851851851851852
0.7004684209823608,0.9451440870761871,0.6851851851851852
0.7103524208068848,0.9222780764102936,0.7037037037037037
1.0056666135787964,0.8989470079541206,0.6851851851851852
0.8815445303916931,0.8839976191520691,0.6851851851851852
0.9126186966896057,0.8932763636112213,0.6851851851851852
0.9314199090003967,0.9070425033569336,0.7037037037037037
0.5710700154304504,0.9121672660112381,0.6481481481481481
0.6320548057556152,0.8902382850646973,0.6666666666666666
0.5761720538139343,0.8863055557012558,0.6851851851851852
1.250138521194458,0.8379368185997009,0.6851851851851852
0.5131099224090576,0.8059155568480492,0.6851851851851852
0.7832117676734924,0.7928410097956657,0.7592592592592593
0.5706290602684021,0.7984906733036041,0.7222222222222222
0.7725965976715088,0.8127088695764542,0.7222222222222222
0.4262962341308594,0.8196679726243019,0.7222222222222222
0.48851174116134644,0.809417724609375,0.7222222222222222
0.9910311102867126,0.7659790366888046,0.7407407407407407
0.8389153480529785,0.7312615662813187,0.7222222222222222
0.7369943261146545,0.7258944138884544,0.7037037037037037
0.7826509475708008,0.758623018860817,0.7222222222222222
0.48468855023384094,0.801688551902771,0.7037037037037037
0.5623621940612793,0.8119825199246407,0.6851851851851852
0.44172871112823486,0.8273377195000648,0.6851851851851852
1.2951340675354004,0.7696239128708839,0.6851851851851852
